student_id_hash,institution_type,faculty,department,level,entry_mode,age,sex,state_of_origin,residency_status,socioeconomic_band,utme_score,post_utme_score,entry_qualification,prev_semester_gpa,cumulative_cgpa,carryover_courses_count,failed_courses_prev_semester,core_courses_failed_total,course_load_units,continuous_assessment_avg,attendance_rate,library_visits_per_month,lms_logins_per_week,assignment_submission_rate,late_registration_flag,financial_clearance_delay_days,disciplinary_case_flag,counselling_visits_semester,medical_leave_flag,performance_risk
e9407cc015954178bfdfebda23942d5a,State,Engineering,Electrical Engineering,200,UTME,22,Female,Ondo,OffCampus,Middle,120,60.5,SSCE,3.05,3.05,3,4,5,28,40.0,0.39,4,7,0.59,1,1,0,1,0,1
6443b5316172448b8321304e88db22f9,Private,Arts,Philosophy,300,UTME,19,Male,Anambra,OffCampus,Low,190,59.1,SSCE,2.97,3.02,1,0,3,25,40.0,0.76,5,5,0.62,1,2,0,0,0,0
879d1c41c1a44c62ac85d7498fe156e4,Private,Sciences,Mathematics,400,DirectEntry,23,Female,Oyo,OffCampus,Low,153,56.5,Alevel,1.26,1.49,1,1,4,17,30.6,0.36,3,5,0.7,1,2,0,0,0,0
58905503e9b947c5aa9cd432ad291d5e,Federal,Management Sciences,Accounting,300,UTME,21,Male,Ogun,OnCampus,High,212,54.4,SSCE,3.05,2.98,1,0,2,25,29.7,0.42,3,6,0.81,1,4,0,0,0,0
c6b39335ffb74c5284972fd6d03c6306,State,Social Sciences,Economics,400,UTME,22,Male,Plateau,OffCampus,Low,289,54.1,SSCE,3.39,2.82,3,1,4,21,36.9,0.56,4,5,0.7,0,5,0,0,0,0
a112cd71c7064ac0818ad1846dc065a6,State,Arts,History,200,UTME,19,Male,Rivers,OffCampus,High,212,78.8,SSCE,3.59,3.19,1,0,1,20,39.9,0.65,3,7,0.7,0,0,0,2,0,0
559cd7993bbf43879695880c66ddfc5e,Federal,Social Sciences,Economics,100,UTME,19,Female,Delta,OffCampus,Middle,216,56.5,SSCE,2.46,2.55,1,0,4,27,34.3,0.54,2,10,0.95,0,2,0,0,0,0
a6590aadf49c430a94cdab4b0486b750,Federal,Social Sciences,Sociology,200,UTME,20,Female,Katsina,OffCampus,High,249,40.7,SSCE,3.8,3.61,0,0,1,24,33.1,0.72,4,4,0.78,0,0,0,0,0,0
351356b09de5482496c92d3f3feffece,Federal,Social Sciences,Sociology,500,UTME,24,Female,Oyo,OnCampus,High,221,50.3,SSCE,3.27,3.66,0,0,1,22,40.0,0.71,4,4,0.75,0,1,0,0,0,0
1b3a4ceebac944b28494df3d19f8f450,State,Management Sciences,Banking and Finance,300,UTME,21,Female,FCT,OnCampus,Middle,212,71.3,SSCE,3.89,3.63,1,0,1,18,40.0,0.7,3,4,0.69,0,1,0,0,0,0
27afe9c44e3545278025b536693d7d54,State,Social Sciences,Psychology,200,UTME,22,Female,Akwa Ibom,OffCampus,High,252,59.5,SSCE,3.89,4.18,0,0,1,21,40.0,0.88,6,10,0.82,1,0,0,0,0,0
0572b46498c943d9a803e995c0dc3f0f,Private,Social Sciences,Economics,200,UTME,20,Male,Edo,OffCampus,Middle,237,60.7,SSCE,2.43,2.19,3,5,4,28,34.1,0.52,4,4,0.17,0,1,0,1,0,0
7d28b98fd71a4393bdbaaa711928b042,State,Social Sciences,Economics,400,UTME,19,Female,Delta,OnCampus,Middle,230,73.7,SSCE,3.45,2.41,1,2,2,18,33.7,0.54,6,3,0.76,0,1,0,1,0,1
50c7cf0bf57f49169b9a1dd3f1ea8c96,Private,Arts,History,300,UTME,23,Female,Plateau,OnCampus,Middle,215,54.2,SSCE,4.39,4.59,0,0,0,22,40.0,0.86,0,9,0.63,0,2,0,0,0,0
d86e2a2034444beaa91efaac68eeaf53,Federal,Sciences,Biochemistry,300,UTME,19,Female,Kaduna,OffCampus,Low,208,68.3,SSCE,4.42,3.4,0,1,1,23,40.0,0.71,5,10,0.6,1,1,0,0,0,0
49b6d953574241b8999ec9807df8dfaa,State,Social Sciences,Psychology,400,UTME,23,Male,Lagos,OffCampus,Low,252,55.3,SSCE,3.39,3.22,0,2,0,24,40.0,0.51,6,5,0.49,1,2,0,1,0,0
0af290e9720b4b3781a1e9aa63e38179,Federal,Social Sciences,Economics,300,UTME,20,Male,Yobe,OffCampus,Low,208,67.8,SSCE,2.6,2.86,0,1,1,21,40.0,0.57,2,7,0.55,0,1,0,0,0,0
0742fef0432b440d85bd623bcc2ef9bb,State,Management Sciences,Accounting,300,DirectEntry,22,Female,Edo,OffCampus,Middle,263,58.1,ND,2.94,3.22,0,0,2,24,40.0,0.67,2,2,0.64,0,2,0,1,0,0
4de8e78e972c4d9eb0976e8dbb00b9ed,State,Social Sciences,Psychology,100,DirectEntry,19,Male,Ogun,OnCampus,Low,183,59.6,ND,2.47,1.64,4,4,4,25,30.9,0.39,1,5,0.67,0,2,0,0,0,1
754fecc2eb4d48958de9bb45fa083761,Private,Social Sciences,Psychology,100,UTME,19,Male,Abia,OffCampus,Middle,270,70.2,SSCE,3.04,2.87,1,3,3,25,40.0,0.52,2,6,0.83,1,1,0,0,0,0
d82402a4eb2c445aaa24178551f92a38,State,Management Sciences,Accounting,500,UTME,22,Male,Anambra,OffCampus,Middle,237,69.5,SSCE,2.85,3.05,0,1,1,18,40.0,0.44,4,3,0.94,1,1,0,0,0,0
c534c5bdca7947d588f2d315458dbf19,Federal,Engineering,Electrical Engineering,300,UTME,22,Male,Benue,OnCampus,Middle,186,60.3,SSCE,2.36,2.43,1,1,1,18,33.0,0.2,1,3,0.63,0,4,0,0,0,0
1fc3edb5e5ad42459f5717e9150abba6,Federal,Sciences,Microbiology,200,UTME,20,Male,Ekiti,OffCampus,High,238,57.3,SSCE,3.04,2.89,2,0,2,22,40.0,0.54,4,5,0.62,0,5,0,1,0,0
16d7e8aca87d44338fc8e91fc11fb910,Federal,Sciences,Microbiology,300,UTME,21,Female,Gombe,OffCampus,High,197,78.0,SSCE,4.39,4.39,0,0,0,23,37.4,0.75,11,7,0.9,0,0,0,0,0,0
4799c760f6f14966a245ce2b63cb2362,Federal,Sciences,Mathematics,100,DirectEntry,16,Female,Kaduna,OffCampus,High,221,67.9,ND,3.1,2.98,1,1,1,22,40.0,0.47,6,3,0.54,0,2,0,0,0,0
cf3231ebb0d44a4e8f0386237c7efdbd,State,Sciences,Microbiology,400,UTME,21,Female,Delta,OffCampus,Middle,203,58.1,SSCE,3.69,3.07,2,1,2,17,40.0,0.77,3,2,0.54,0,0,0,1,0,0
ae90965e810446328d6fcf7653f2d083,State,Engineering,Civil Engineering,100,UTME,19,Male,Akwa Ibom,OffCampus,Low,215,55.5,SSCE,2.63,3.02,0,0,1,25,40.0,0.48,3,6,0.62,1,1,0,0,0,0
94582457ed564869b0728d54e9a5a8f4,State,Arts,History,400,UTME,21,Male,Lagos,OffCampus,High,253,72.2,SSCE,3.85,3.62,0,0,2,20,40.0,0.77,4,6,0.72,0,1,0,0,0,0
3fd69387d43247eebb7670e7ccbcade2,Private,Arts,Philosophy,300,UTME,21,Male,Abia,OnCampus,Low,238,63.2,SSCE,2.72,2.75,0,3,1,25,40.0,0.63,3,7,0.35,0,4,0,1,0,0
cd26d13dbe50460980fbd82680258189,State,Sciences,Microbiology,200,DirectEntry,22,Male,Osun,OnCampus,Low,181,60.4,ND,3.21,3.38,0,2,0,24,40.0,0.9,2,1,0.85,1,5,0,0,0,0
17e83e1e6b694e26b4d6dc035e899cc0,State,Social Sciences,Sociology,100,UTME,18,Male,Sokoto,OnCampus,Low,183,63.1,SSCE,3.33,2.95,0,0,0,22,40.0,0.66,2,6,0.69,0,3,0,0,0,0
7b74dfa2d2e54c3f8cfa6949ef19e155,Federal,Sciences,Mathematics,400,UTME,23,Female,Nasarawa,OffCampus,Middle,229,65.4,SSCE,1.85,2.36,0,0,1,16,30.8,0.36,3,2,0.72,0,0,0,1,0,0
bfe7853addd2494fa5915a7c8e8e7acd,Federal,Management Sciences,Banking and Finance,100,UTME,16,Female,Kwara,OffCampus,Middle,232,61.4,SSCE,2.19,3.02,0,1,1,19,40.0,0.73,6,4,0.45,0,1,0,1,0,0
406820dc2cbe443ca3cceacab087b4ee,State,Sciences,Biochemistry,100,UTME,19,Female,Lagos,OffCampus,Low,196,74.0,SSCE,2.76,2.68,2,0,3,23,36.3,0.77,1,4,0.54,0,2,0,0,0,1
468bd9cc20834ec5af41949bccafec05,Private,Social Sciences,Political Science,400,UTME,21,Male,Lagos,OnCampus,Middle,276,74.6,SSCE,3.16,3.21,0,0,0,19,34.8,0.41,1,5,0.58,0,1,0,0,0,0
2008071dbeb746baa602bfa1f300a048,Federal,Engineering,Mechanical Engineering,200,UTME,18,Male,Sokoto,OffCampus,Low,248,67.3,SSCE,2.88,3.35,2,1,3,26,40.0,0.71,2,6,0.67,0,4,0,0,0,0
92e99c8295f542b1845ff3d06af5eb78,State,Social Sciences,Political Science,200,UTME,19,Male,Yobe,OnCampus,Low,198,75.7,SSCE,2.54,3.14,0,2,0,25,36.4,0.72,5,2,0.67,1,3,0,0,0,0
1a21f130bc15406499feb8c90db98e81,State,Engineering,Electrical Engineering,200,UTME,21,Male,Imo,OffCampus,Low,195,62.1,SSCE,3.74,3.06,0,0,1,22,40.0,0.58,0,10,0.79,0,2,0,0,0,0
2ee8253330fe42898a84f008884eafe0,Federal,Arts,English,400,UTME,22,Male,Lagos,OffCampus,Low,212,68.9,SSCE,3.21,3.05,1,2,2,22,31.2,0.31,5,4,0.68,0,2,0,0,0,0
fac8ca8566ef41e1b694bbdf78f49807,Federal,Sciences,Biochemistry,200,UTME,19,Male,Osun,OnCampus,Middle,208,72.0,SSCE,3.0,2.99,0,1,1,25,40.0,0.56,3,7,0.56,0,0,0,0,0,1
cfcb168dda7d4c1e9701791a6f16f898,Private,Management Sciences,Banking and Finance,100,UTME,19,Female,Abia,OnCampus,Low,264,72.2,SSCE,2.75,1.98,3,4,5,26,37.5,0.43,3,5,0.88,1,2,0,1,0,1
29ff829767d94f23b8e4bd9321461459,State,Social Sciences,Psychology,200,DirectEntry,23,Female,Katsina,OffCampus,Low,254,71.2,ND,3.89,3.53,0,1,0,28,40.0,0.84,3,3,0.68,0,5,0,0,0,0
3089a195f2ff4afbbdb75dbb8f790272,Federal,Arts,Linguistics,100,UTME,18,Male,Lagos,OffCampus,Low,221,68.3,SSCE,3.81,3.19,0,0,1,27,40.0,0.61,1,4,0.56,1,5,0,1,0,0
00c7dc2105164db2b472c21fc01a0a88,Private,Management Sciences,Accounting,200,UTME,18,Male,Niger,OnCampus,Middle,244,81.6,SSCE,2.2,2.61,2,2,3,21,40.0,0.51,6,4,0.37,0,0,0,0,0,0
725876e883844d1793178a7a1ca709b4,Federal,Management Sciences,Accounting,100,DirectEntry,20,Male,FCT,OffCampus,High,249,56.6,ND,3.0,3.43,1,1,2,23,39.2,0.57,4,4,0.72,1,1,0,0,0,0
43e64f0065864eafb865d9f85627f220,Private,Sciences,Computer Science,100,UTME,19,Male,Edo,OffCampus,Middle,222,60.4,SSCE,3.6,3.38,0,0,0,19,40.0,0.68,8,7,0.8,0,3,0,0,0,0
600ddab4cad2443592d19d3119c67760,Federal,Engineering,Electrical Engineering,200,UTME,19,Female,Borno,OffCampus,Middle,234,59.9,SSCE,3.89,3.74,0,0,0,27,32.2,0.68,3,6,0.57,1,1,0,0,0,0
ffb5c29b952445fa9cd4f1c4abc273b0,State,Sciences,Microbiology,400,UTME,20,Female,Kebbi,OnCampus,High,241,58.3,SSCE,3.95,3.51,1,0,1,22,40.0,0.56,3,4,0.8,0,0,0,0,0,0
969ee5f824ec4f73af5a4723409d024c,Federal,Sciences,Mathematics,100,UTME,16,Female,Sokoto,OffCampus,Low,237,42.1,SSCE,2.62,3.19,0,0,1,21,40.0,0.65,7,8,0.69,0,3,0,0,0,0
5baf63e3c62c41cba7c8d93775238200,Federal,Social Sciences,Psychology,100,UTME,19,Female,Rivers,OnCampus,Low,193,75.7,SSCE,3.53,3.28,0,0,0,24,40.0,0.56,3,3,0.44,1,4,0,1,0,0
d51eee5b7d5441f299ccc57cc2623f8d,Private,Management Sciences,Accounting,400,DirectEntry,22,Male,FCT,OffCampus,Middle,196,51.7,ND,3.06,2.71,2,3,2,21,29.6,0.26,4,6,0.73,1,1,0,0,0,1
6cd40d14e77c4d92a04b9594c91a866f,Federal,Management Sciences,Banking and Finance,400,UTME,21,Male,Delta,OffCampus,Low,210,63.7,SSCE,3.41,3.08,2,0,4,20,38.3,0.69,3,3,0.64,0,3,0,0,0,0
3eccb37f99e0454ab029e69d39669b63,Federal,Social Sciences,Political Science,300,UTME,22,Male,Ondo,OnCampus,Middle,195,47.8,SSCE,2.39,2.53,2,1,4,22,35.8,0.62,4,3,0.47,0,0,0,0,0,0
a4b745571bc84d4fa28d4d8beb7e952a,Federal,Social Sciences,Economics,200,UTME,17,Male,Niger,OnCampus,Middle,168,68.2,SSCE,3.51,3.33,0,0,1,28,39.6,0.66,0,6,0.83,0,2,0,0,1,0
b8b370544fb8418c9e4429add76cb8e6,State,Management Sciences,Business Administration,200,UTME,19,Female,Kano,OffCampus,Low,244,54.1,SSCE,1.89,2.16,2,2,2,26,38.9,0.46,0,5,0.72,0,1,0,0,0,0
976bfd4e20924dc08bb54fb17d90a074,State,Management Sciences,Accounting,100,UTME,18,Male,Gombe,OffCampus,Middle,232,50.6,SSCE,3.43,3.53,2,0,3,22,40.0,0.64,6,5,0.55,0,0,0,1,0,0
cbc00f1f6d0c453d826eb333102d91ea,Private,Sciences,Biochemistry,100,UTME,18,Male,Bauchi,OffCampus,Middle,173,63.9,SSCE,2.39,2.76,0,0,1,25,39.1,0.67,4,4,0.68,0,2,0,0,0,1
25452535a3eb4db79bbe2ef2cb10c15b,Federal,Social Sciences,Sociology,200,UTME,21,Male,Ondo,OffCampus,Low,212,55.0,SSCE,3.13,3.4,0,0,0,21,39.7,0.56,6,15,0.73,0,2,0,0,0,0
3eeb72b100e64d39b90ceb06ded4aab8,Federal,Management Sciences,Accounting,300,UTME,18,Male,Lagos,OffCampus,High,214,56.3,SSCE,2.57,2.65,1,1,2,20,40.0,0.67,5,5,0.62,0,4,0,0,0,0
8758ad2977444409ae3a461635e21bb1,Federal,Engineering,Mechanical Engineering,200,UTME,20,Female,FCT,OffCampus,Middle,226,63.7,SSCE,2.93,3.1,0,0,0,21,40.0,0.43,2,5,0.6,0,1,0,0,0,0
19ae5cdd2e174c2d92a52333dae117ce,State,Engineering,Electrical Engineering,300,UTME,21,Male,Sokoto,OffCampus,Low,182,70.0,SSCE,2.46,2.73,1,1,1,25,36.7,0.59,6,10,0.62,0,3,0,0,0,1
197230c596a04e3ba9bab8ec1548a179,Private,Management Sciences,Banking and Finance,200,UTME,19,Male,Lagos,OffCampus,Low,173,53.8,SSCE,2.44,2.89,1,2,2,20,40.0,0.59,4,4,0.79,0,5,0,0,0,0
6b81a577daae4c0b8966186687bc4f37,State,Management Sciences,Accounting,200,UTME,19,Male,Sokoto,OffCampus,Low,238,52.1,SSCE,3.13,2.44,1,2,3,28,32.4,0.66,0,7,0.67,1,5,0,0,0,0
dc925fddbbc14077bae0f469a7dcec1a,State,Management Sciences,Accounting,400,UTME,22,Female,Kaduna,OffCampus,Low,166,62.2,SSCE,2.78,2.96,1,0,1,23,40.0,0.49,4,3,0.39,0,4,0,0,0,0
0d054f18ea2041f796dd5dbed296c2c9,Federal,Arts,Philosophy,400,UTME,21,Female,Kaduna,OnCampus,Low,212,67.4,SSCE,1.97,1.85,4,1,4,24,27.9,0.39,2,2,0.26,1,3,0,2,0,1
916c96314e734fce8299ae915a93b049,Private,Sciences,Biochemistry,200,UTME,20,Female,Sokoto,OffCampus,Low,209,76.6,SSCE,1.86,2.48,2,1,4,26,40.0,0.38,3,3,0.36,1,3,0,0,0,1
f54d67d5908d4aebbdd9934fb5e9519e,State,Engineering,Mechanical Engineering,300,UTME,21,Male,Yobe,OnCampus,Middle,216,51.3,SSCE,2.61,2.13,4,2,4,22,38.6,0.44,3,3,0.4,0,0,0,0,0,1
2053401d307349279345e25a2ed41a74,Federal,Social Sciences,Economics,200,UTME,18,Male,Yobe,OffCampus,Middle,229,58.8,SSCE,3.58,3.52,0,1,0,27,37.6,0.68,5,4,0.61,0,2,0,0,0,0
4a2b036be59b4a4b995f2a5dce0b074a,Federal,Social Sciences,Sociology,100,UTME,19,Female,Osun,OffCampus,Middle,276,73.8,SSCE,3.39,3.55,1,0,1,27,40.0,0.44,3,5,0.65,0,0,0,0,0,0
0ad348590980434382efe84f8d947486,Federal,Social Sciences,Psychology,400,UTME,23,Male,Kaduna,OnCampus,Middle,164,81.7,SSCE,2.8,2.95,0,0,2,24,40.0,0.54,1,3,0.65,0,2,0,0,0,0
ac4f23e936f548eca552bbeed5b106fe,Federal,Social Sciences,Economics,100,UTME,18,Male,Cross River,OffCampus,Middle,251,52.1,SSCE,4.3,4.0,0,0,0,26,40.0,0.77,2,7,0.75,0,0,0,0,0,0
42782598fa454ea18ec626124a68b045,Federal,Engineering,Electrical Engineering,200,UTME,17,Female,Gombe,OnCampus,Middle,132,54.6,SSCE,1.31,2.34,4,3,6,26,38.3,0.52,6,3,0.6,0,1,0,1,0,0
d346ea9f17954ba5b50539cfe4451e46,State,Arts,Linguistics,300,UTME,20,Male,Sokoto,OffCampus,High,269,65.8,SSCE,3.43,3.72,0,0,0,23,40.0,0.68,8,7,0.89,1,1,0,0,0,0
1d741b6e2e0f416e9e073873b329b2cd,State,Engineering,Mechanical Engineering,100,DirectEntry,21,Male,FCT,OffCampus,Middle,148,56.2,ND,2.6,2.64,1,2,2,27,37.6,0.38,3,10,0.4,0,0,0,0,0,0
6b7363597c92402b9785a18ae6a94875,Federal,Engineering,Civil Engineering,100,DirectEntry,17,Female,Ogun,OffCampus,Middle,305,54.4,ND,3.39,3.44,0,0,0,22,33.1,0.63,2,4,0.75,0,3,0,0,0,0
f54b3d80728642b6ae0ab992542ddfca,Federal,Sciences,Biochemistry,200,UTME,19,Male,Sokoto,OffCampus,Middle,206,64.4,SSCE,4.53,3.65,0,0,0,24,40.0,0.67,1,6,0.77,0,0,0,0,0,0
25b5ac481df44450bc38926fdf7dcba7,Private,Sciences,Physics,500,UTME,20,Male,Yobe,OnCampus,Middle,265,77.5,SSCE,4.29,4.41,0,0,0,21,40.0,0.72,4,5,0.62,0,1,0,0,0,0
e6175dddb8c74fd89a17a697aa85baaa,State,Management Sciences,Banking and Finance,300,UTME,21,Male,Taraba,OffCampus,Low,258,48.9,SSCE,3.24,2.89,1,0,2,20,40.0,0.61,4,6,0.73,0,2,0,0,0,0
1488f86853b14ff186b99ed55ecb8a8b,State,Engineering,Electrical Engineering,200,Transfer,20,Female,Kebbi,OffCampus,Low,205,77.0,ND,3.92,3.29,0,0,0,26,40.0,0.59,3,3,0.74,0,1,0,0,0,0
0035b6347cf3472bb89f3b880ce8993e,Federal,Sciences,Microbiology,100,UTME,16,Male,Kano,OnCampus,Middle,207,56.3,SSCE,3.34,3.11,1,0,1,19,40.0,0.56,2,9,0.67,0,3,0,0,0,0
8c0dc9aa95c840abb2c0648b5be0bd49,Private,Arts,Linguistics,300,UTME,20,Male,Zamfara,OffCampus,Low,191,65.5,SSCE,2.69,2.93,2,1,3,23,40.0,0.47,2,2,0.32,0,4,0,1,0,0
3e00d59e7e0245e28dc931c4d8a86063,Federal,Social Sciences,Economics,100,UTME,18,Female,Cross River,OnCampus,Low,248,77.9,SSCE,2.76,3.21,1,1,2,19,35.8,0.74,2,4,0.82,0,4,0,2,0,0
316c57e540444c6c97ffa2d4f31bf4c4,Federal,Sciences,Biochemistry,300,UTME,21,Female,Borno,OffCampus,Low,205,65.3,SSCE,2.9,2.64,3,2,5,26,40.0,0.42,0,4,0.66,0,3,0,1,0,0
fceb8156dfcc409ebe60eb2ab4035311,Private,Engineering,Chemical Engineering,400,UTME,20,Female,Yobe,OnCampus,Low,191,59.0,SSCE,1.36,0.78,4,8,8,23,24.6,0.4,2,0,0.52,0,4,0,0,0,1
35f4d9898e9a4e88b7ffb2ce893f66b1,State,Sciences,Computer Science,200,UTME,18,Male,Lagos,OffCampus,High,239,69.2,SSCE,4.25,4.06,0,0,0,22,40.0,0.92,4,7,0.29,0,3,0,0,0,0
1b3116187d4448a9ba49edab0f60a37d,State,Social Sciences,Psychology,200,UTME,18,Male,Katsina,OnCampus,Middle,189,60.3,SSCE,2.89,2.46,2,1,2,21,40.0,0.68,2,1,0.54,0,0,0,0,0,1
d2a3041842334607b233fdc3e2720a58,State,Sciences,Microbiology,100,UTME,17,Female,Bauchi,OnCampus,Low,208,67.2,SSCE,3.62,2.71,1,0,2,24,39.6,0.63,3,7,0.44,0,3,0,1,0,0
ad52321b2ed84accae7e9c2b35fe89a0,State,Sciences,Mathematics,100,DirectEntry,19,Female,Kano,OffCampus,Middle,224,60.0,ND,3.2,2.91,1,1,3,27,38.2,0.62,3,5,0.84,0,1,0,0,0,0
5e1169149b0745f1867c27eb63a364f2,Federal,Sciences,Computer Science,200,DirectEntry,23,Male,Taraba,OffCampus,Low,198,70.6,ND,1.97,2.36,1,1,2,22,38.4,0.52,5,3,0.45,0,4,0,0,0,1
478b9df8c2ed42cdb8ec4c867fece16b,Federal,Social Sciences,Psychology,400,UTME,21,Female,Kwara,OnCampus,Middle,203,48.1,SSCE,3.07,3.05,0,0,0,24,40.0,0.5,1,4,0.88,0,3,0,0,0,0
8c7cc5057b30485193632c8b83021cd2,Federal,Sciences,Biochemistry,200,UTME,18,Male,Gombe,OffCampus,Middle,274,51.9,SSCE,3.77,3.29,1,0,3,24,40.0,0.6,0,8,0.82,0,1,0,0,0,0
38a1dedbbc614dedb96e49d3cdb55e84,Federal,Management Sciences,Accounting,300,UTME,20,Female,Kebbi,OffCampus,Low,213,47.9,SSCE,2.39,2.48,0,1,1,21,40.0,0.62,5,4,0.65,0,1,0,0,0,1
5da9b34c293c469796aad5f081b5c5e9,Private,Sciences,Physics,400,DirectEntry,26,Female,Rivers,OffCampus,Middle,207,61.4,Alevel,3.55,3.02,2,0,4,19,33.1,0.65,3,5,0.83,0,0,0,1,0,0
eb4959b4c85848eea58c0d4620717641,Federal,Social Sciences,Sociology,100,UTME,17,Male,Rivers,OnCampus,Low,214,46.7,SSCE,2.84,2.86,1,0,2,21,40.0,0.68,0,5,0.52,0,5,0,0,0,0
b7d1c045848e4ee3b766437350119c71,State,Engineering,Chemical Engineering,100,UTME,17,Female,Gombe,OffCampus,Middle,236,55.1,SSCE,3.73,3.61,1,0,1,22,40.0,0.81,2,3,0.61,0,0,0,0,0,0
5276dd15762c45c89c37e7fe08d5dc12,State,Engineering,Civil Engineering,200,DirectEntry,24,Female,Kwara,OffCampus,High,184,50.9,HND,2.05,2.17,5,1,6,21,38.4,0.5,3,4,0.72,0,0,0,1,0,0
d8889ac258d44820b74096b3be05edac,State,Sciences,Computer Science,300,UTME,21,Male,Ebonyi,OnCampus,High,235,76.8,SSCE,2.81,2.75,1,2,2,21,26.2,0.6,2,6,0.51,0,0,0,0,0,0
06cfca7bce9b46ec829908e366e5bdd3,Federal,Arts,Philosophy,200,UTME,17,Male,Jigawa,OffCampus,Low,229,52.1,SSCE,3.43,3.36,2,0,2,22,40.0,0.41,8,5,0.51,0,0,0,0,0,0
1e7afd12ea624b7194f2cf08a0fc2182,State,Management Sciences,Banking and Finance,400,UTME,22,Female,Cross River,OffCampus,Middle,157,49.1,SSCE,1.75,2.31,3,0,4,16,29.2,0.8,4,1,0.56,0,0,0,0,0,0
051a59f9d57348ecb02a3a8959f634c7,Private,Sciences,Microbiology,400,UTME,20,Male,Katsina,OnCampus,Middle,283,64.5,SSCE,2.72,2.87,1,1,2,19,40.0,0.54,3,6,0.53,0,0,0,1,0,0
8ae09bb5c0bb4336bf51ec9e8de3ae93,State,Sciences,Physics,400,UTME,22,Male,Kogi,OffCampus,High,271,78.9,SSCE,2.64,3.07,1,0,1,16,38.3,0.69,3,6,0.93,1,1,0,1,0,0
169359c1577e41a9b130c3f97b92a357,State,Management Sciences,Banking and Finance,500,UTME,22,Male,Enugu,OnCampus,Low,192,60.8,SSCE,2.56,2.7,3,1,5,15,40.0,0.52,1,4,0.75,0,5,0,0,0,0
ad72ded0d924406ea48d8175f1f0f5df,Private,Social Sciences,Psychology,400,DirectEntry,23,Female,Ebonyi,OffCampus,Middle,181,61.6,ND,2.46,2.74,2,1,3,22,31.7,0.52,5,0,0.56,0,1,0,0,0,0
677a21dee04b417e848475345bffcd73,State,Sciences,Microbiology,400,UTME,23,Male,Bayelsa,OffCampus,Low,228,74.9,SSCE,3.19,2.84,0,1,0,16,40.0,0.56,5,8,0.51,0,1,0,0,0,0
c4a1750f47da49ca8bc51ec4fb3e6950,Federal,Sciences,Physics,400,DirectEntry,24,Female,Bayelsa,OffCampus,Low,170,70.8,ND,2.43,2.07,0,1,1,18,34.5,0.36,2,3,0.63,0,4,0,0,0,1
1e33137efb244fee8ec3aa64ce538c8e,State,Social Sciences,Sociology,400,UTME,22,Male,Nasarawa,OffCampus,Middle,268,66.3,SSCE,3.91,3.71,0,0,0,22,40.0,0.37,5,4,0.9,0,3,0,0,0,0
60c77e52c5094e8996853fe2dce52f49,Federal,Arts,Philosophy,400,UTME,22,Male,Cross River,OffCampus,Middle,204,56.2,SSCE,3.21,3.65,0,0,0,16,40.0,0.8,3,12,0.76,1,1,0,0,0,0
3011751c45d741e18ded1bb6816b2e9a,State,Social Sciences,Sociology,400,DirectEntry,23,Female,Bauchi,OnCampus,Low,277,66.6,ND,2.15,2.18,2,1,3,22,40.0,0.58,2,4,0.46,0,0,0,0,0,0
b7e4baf035164b2f933773678368ff64,Private,Management Sciences,Business Administration,300,UTME,21,Male,Zamfara,OnCampus,Middle,191,48.4,SSCE,1.52,1.99,4,0,5,18,40.0,0.39,2,6,0.37,1,3,0,0,0,0
5f0c7ee9faf9430fa9b968330df0c83c,State,Social Sciences,Political Science,300,UTME,22,Male,Delta,OnCampus,Middle,216,55.8,SSCE,3.49,3.54,1,0,1,18,40.0,0.71,5,4,0.66,0,0,1,1,0,0
49c83a710a934d32b2ab1ed59fcfb7bf,Federal,Engineering,Mechanical Engineering,300,UTME,20,Male,Rivers,OnCampus,High,264,76.3,SSCE,4.45,4.22,0,0,0,19,40.0,0.82,7,10,0.82,0,1,0,0,1,0
e5a718f4d9a4493ebfec373b6adb368d,Federal,Social Sciences,Psychology,400,UTME,23,Female,Kwara,OffCampus,Middle,209,75.0,SSCE,2.13,1.78,2,1,4,23,31.5,0.39,4,0,0.49,0,0,0,2,0,1
00c9c36ef2d24ea69840fa0f30c9af1d,Private,Engineering,Chemical Engineering,200,DirectEntry,21,Male,Niger,OnCampus,High,230,66.4,Alevel,3.79,3.62,0,1,0,20,40.0,0.71,4,6,0.86,0,1,0,1,0,0
d48fc00a204d491e8a3813d065f3b844,Federal,Sciences,Physics,400,UTME,21,Male,Kebbi,OnCampus,Middle,258,42.7,SSCE,4.57,4.13,0,0,0,16,31.5,0.83,4,6,0.84,0,0,0,0,0,0
6e4d15e7b7374c2e851d142f4d1068f0,Federal,Sciences,Computer Science,400,UTME,21,Male,Borno,OffCampus,Low,201,49.9,SSCE,2.42,2.33,1,0,2,24,36.0,0.36,3,7,0.64,0,1,0,0,0,1
3ac90890b26e415da2d2101ea8d1aa0b,Federal,Engineering,Mechanical Engineering,500,UTME,22,Male,Oyo,OnCampus,Low,176,55.2,SSCE,3.45,3.53,0,1,0,19,40.0,0.72,6,9,0.78,0,3,0,0,0,0
f1692d202b9b4eabb8d34df17efad742,Federal,Arts,History,200,UTME,17,Male,Oyo,OnCampus,High,169,60.3,SSCE,3.04,2.73,0,0,0,25,37.5,0.62,2,8,0.45,0,1,0,0,0,0
